Game Id;Period;Time;Scorer;Assist 1;Assist 2;TeamId;Note;SQ
65517;1;457;1403;2959;5868;23;ES;2
65517;1;588;7605;7615;5859;2;PP;4
65517;1;986;5182;6458;6605;2;ES;1
65517;1;1081;1763;1851;689;2;ES;2
65517;2;754;5182;;;2;ES;4
65517;2;945;8182;7063;7615;2;ES;4
65517;3;47;6605;;;2;ES;4
65517;3;146;6179;6444;6345;23;ES;3
65517;3;698;1359;689;1851;2;ES;3
65517;3;986;6458;1359;689;2;PP;1
65518;2;286;1106;1553;1101;31;ES;3
65518;2;443;1448;6346;6216;31;ES;4
65518;2;534;1684;1025;1553;31;ES;3
65518;3;170;401;2880;7340;17;ES;1
65518;3;635;3890;2950;1575;17;ES;2
65518;3;1177;1684;957;771;31;ES, ENG;3
65505;1;949;6436;928;1930;24;ES;1
65505;2;182;966;8184;1930;24;PP;3
65505;2;417;966;1930;1832;24;ES;3
65505;2;473;6322;1255;6449;14;PP;4
65505;2;522;5652;8184;1832;24;ES;3
65505;2;1012;1279;867;5873;14;ES;2
65505;2;1089;1424;867;5873;14;ES;3
65498;1;202;2724;5902;508;152;ES;3
65498;1;572;1580;581;1764;29;ES;2
65498;1;1175;5869;1662;6469;29;ES;4
65498;2;127;2780;5907;5902;152;ES;4
65498;3;1054;1662;1817;1976;29;PP;4
65498;3;1147;5901;3412;2724;152;ES;1
65499;1;458;1029;5857;1842;0;ES;3
65499;1;566;6279;519;6011;25;ES;2
65499;1;600;1842;5885;1400;0;ES;4
65499;1;642;6451;217;5736;25;ES;1
65499;1;924;5713;6329;6279;25;ES;1
65499;2;439;6994;554;1391;0;ES;3
65499;2;491;6011;519;8173;25;ES;3
65499;2;655;5356;6451;6011;25;ES;2
65499;2;1091;5579;5713;885;25;ES;1
65499;2;1196;1590;6279;519;25;ES;3
65499;3;352;1029;5863;1842;0;ES;2
65499;3;405;5863;1019;6105;0;ES;3
65499;3;562;1752;1761;5579;25;ES;2
65499;3;672;1842;6105;5735;0;ES;3
65499;3;725;5713;5579;6329;25;ES;2
65499;3;1095;5579;217;;25;ES;2
65739;1;405;6910;473;;20;SH;2
65739;1;896;1472;3633;;30;ES;2
65739;1;931;6504;1472;6450;30;ES;4
65739;2;1082;5605;1576;6433;30;PP;2
65739;3;919;797;1429;3633;30;PP;3
65535;1;1200;2090;;;154;ES;1
65535;2;395;2825;3288;6227;26;ES;4
65535;2;461;3138;3400;2852;154;ES;3
65535;3;18;2829;7608;5694;154;ES;3
65535;3;373;6401;5420;215;26;ES;2
65535;3;780;5661;6401;6100;26;ES;2
65535;3;1086;6100;6401;6205;26;ES;1
65535;3;1134;7608;2090;5694;154;ES;3
65535;OT1;285;6401;5420;2860;26;ES;3
65482;1;333;6447;512;1767;9;ES;3
65482;1;975;5626;1902;1339;10;PP;1
65482;2;118;1292;1773;853;9;ES;3
65482;2;418;2859;5951;1456;9;ES;3
65482;2;886;1902;5874;2033;10;ES;2
65482;2;1126;1767;1393;1773;9;PP;3
65482;3;18;1292;1773;6550;9;ES;3
65482;3;1131;2859;5653;1456;9;SH;3
65482;3;1192;2827;6191;1340;9;ES;2
65649;1;122;6522;6468;6549;1;ES;2
65649;1;493;6088;5860;5484;28;ES;1
65649;1;635;1113;;;28;ES;4
65649;2;336;6013;6088;1113;28;ES;2
65649;2;379;6522;6468;6012;1;ES;2
65649;2;941;7617;6426;5484;28;ES;2
65649;3;878;6226;6528;6465;1;ES;4
65599;1;74;5969;861;1425;8;ES;3
65599;1;123;861;;;8;ES;4
65599;1;1198;3440;;;8;ES;4
65599;2;645;2526;962;5866;3;ES;2
65599;2;1163;6137;1705;1506;8;ES;3
65599;2;1195;2005;5867;1007;3;ES;1
65599;3;200;5682;5969;5908;8;ES;2
65599;3;448;2526;802;5591;3;ES;2
65599;3;546;5969;;;8;ES;3
65522;1;504;1662;1404;581;29;ES;4
65522;3;217;5591;6470;802;3;ES;2
65522;3;1084;5867;2005;6336;3;ES;1
65516;1;970;1101;1025;771;31;ES;1
65516;1;991;7606;554;5863;0;ES;4
65516;1;1173;1877;6216;6346;31;ES;2
65516;2;292;5384;957;1877;31;PP;1
65516;2;425;554;5863;6994;0;PP;4
65516;2;1097;1553;1877;771;31;ES;2
65516;2;1118;1553;771;1106;31;ES;2
